BL_Number,Truck_Appointment_Date,Site,Product_Group,Product_Code,Unit_Freight,Carrier_ID,pallet_count,pick_weight
W34A181,2023-04-27,AMJK,SW,PSB0301301968AM-126P,23.28,DRAKE-AM,52,20124
W34A187,2023-04-19,AMJK,SW,HSB0631801500AM-64,16.02,PDI-AM,5,8710
W34A189,2023-04-10,AMJK,SW,ELB0471979000AM-40,24.35,SAIA-IP,1,1333
W34A191,2023-04-21,AMJK,SW,EPB0802005000AM-40,10.72,GILTNER-AM,4,5120
W34A191,2023-04-21,AMJK,SW,HLB0451801500AM-64,10.72,GILTNER-AM,5,6220
W34A191,2023-04-21,AMJK,SW,HLP100450450AM-64,10.72,GILTNER-AM,4,4280
W34A191,2023-04-21,AMJK,SW,HSB0631801500AM-64,10.72,GILTNER-AM,5,8710
W34A191,2023-04-21,AMJK,SW,PSB0301701968AM-84P,10.72,GILTNER-AM,18,6066
W34A192,2023-04-14,AMJK,SW,AM1-19755,9.69,PDI-AM,1,1127
W34A192,2023-04-14,AMJK,SW,EHB0631975000AM-50,9.69,PDI-AM,5,6205
W34A192,2023-04-14,AMJK,SW,EHB0701975000AM-40,9.69,PDI-AM,1,1103
W34A192,2023-04-14,AMJK,SW,EHL0632005000AM-50,9.69,PDI-AM,1,1260
W34A192,2023-04-14,AMJK,SW,ELB0471979000AM-40,9.69,PDI-AM,2,2666
W34A192,2023-04-14,AMJK,SW,ELB0511979000AM-40,9.69,PDI-AM,2,2894
W34A192,2023-04-14,AMJK,SW,ELB0631977500AM-40,9.69,PDI-AM,3,4467
W34A192,2023-04-14,AMJK,SW,EUB0702006500AM-40,9.69,PDI-AM,1,1456
W34A192,2023-04-14,AMJK,SW,HSB0631101500AM-80,9.69,PDI-AM,1,1331
W34A192,2023-04-14,AMJK,SW,HTK0801801500AM-48,9.69,PDI-AM,2,3318
W34A192,2023-04-14,AMJK,SW,PSB0301501476AM-168P,9.69,PDI-AM,1,446
W34A192,2023-04-14,AMJK,SW,PSB0301501476AM-36,9.69,PDI-AM,5,1915
W34A192,2023-04-14,AMJK,SW,PSB0301501968AM-126P,9.69,PDI-AM,2,892
W34A192,2023-04-14,AMJK,SW,PSB0301701476AM-48,9.69,PDI-AM,1,578
W34A204,2023-04-12,AMJK,SW,EHB0631976000AM-50,4.73,PDI-AM,10,14890
W34A204,2023-04-12,AMJK,SW,EHB0631977500AM-40,4.73,PDI-AM,2,2978
W34A204,2023-04-12,AMJK,SW,EPB0702005000AM-40,4.73,PDI-AM,6,6720
W34A204,2023-04-12,AMJK,SW,EPB0702006000AM-40,4.73,PDI-AM,2,2688
W34A204,2023-04-12,AMJK,SW,EPB0902005000AM-40,4.73,PDI-AM,2,2880
W34A204,2023-04-12,AMJK,SW,EPB0903005000AM-20,4.73,PDI-AM,1,1080
W34A204,2023-04-12,AMJK,SW,HCB0801801500AM-48,4.73,PDI-AM,3,4977
W34A204,2023-04-12,AMJK,SW,HLP140450450S781-64,4.73,PDI-AM,2,2942
W34A205,2023-05-02,AMJK,SW,PSB0381501476AM-144P,5.65,TRAFFIX-AM,25,12125
W34A206,2023-04-13,AMJK,SW,HTK0801801500AM-48,27.92,CWF-IP,1,1659
W34A208,2023-04-14,AMJK,SW,EHB0601977500AM-40,12.14,CWF-IP,5,7090
W34A209,2023-04-27,AMJK,SW,CHV07530010000AM-12,6.33,GILTNER-AM,30,32400
W34A210,2023-05-03,AMJK,SW,CHV07520010000AM-24,4.76,CAL-AM,13,18720
W34A210,2023-05-03,AMJK,SW,CHV1102007000AM-24,4.76,CAL-AM,14,20692
W34A211,2023-05-03,AMJK,SW,CHV07520010000AM-24,5.37,GILTNER-AM,1,1440
W34A211,2023-05-03,AMJK,SW,CHV0852009000AM-24,5.37,GILTNER-AM,17,24973
W34A211,2023-05-03,AMJK,SW,CHV1402005400AM-24,5.37,GILTNER-AM,8,11616
W34A213,2023-04-13,AMJK,SW,EHB0701976500AM-40,2.79,PDI-AM,4,5736
W34A213,2023-04-13,AMJK,SW,EPB0802005000AM-40,2.79,PDI-AM,6,7680
W34A213,2023-04-13,AMJK,SW,HCB0801801500AM-48,2.79,PDI-AM,1,1659
W34A213,2023-04-13,AMJK,SW,HSB0631601500AM-64,2.79,PDI-AM,3,4644
W34A214,2023-04-18,AMJK,SW,EHB0631975000AM-50,5.4,SAIA-IP,3,3723
W34A214,2023-04-18,AMJK,SW,HCB0801801500AM-48,5.4,SAIA-IP,1,1659
W34A217,2023-04-29,AMJK,SW,CHV07530010000AM-12,6.96,TRAFFIX-AM,24,25920
W34A217,2023-04-29,AMJK,SW,ETR0802005000AM-40,6.96,TRAFFIX-AM,4,5120
W34A217,2023-04-29,AMJK,SW,EUL0803006000AM-206%,6.96,TRAFFIX-AM,7,8064
W34A218,2023-05-12,AMJK,SW,AM1-19751,6.87,TRAFFIX-AM,2,2250
W34A218,2023-05-12,AMJK,SW,CLV05130012000AM-16,6.87,TRAFFIX-AM,28,32900
W34A218,2023-05-12,AMJK,SW,ETK0802005000AM-40,6.87,TRAFFIX-AM,3,3840
W34A221,2023-04-28,AMJK,SW,AM1-19759,13.94,DRAKE-AM,1,1116
W34A221,2023-04-28,AMJK,SW,AM1-19763,13.94,DRAKE-AM,2,2382
W34A221,2023-04-28,AMJK,SW,AM1-29539-EX,13.94,DRAKE-AM,2,1656
W34A221,2023-04-28,AMJK,SW,EHB0701976500AM-40,13.94,DRAKE-AM,4,5736
W34A221,2023-04-28,AMJK,SW,ELB0441977500AM-50,13.94,DRAKE-AM,2,2600
W34A221,2023-04-28,AMJK,SW,ELB0511979000AM-40,13.94,DRAKE-AM,3,4341
W34A221,2023-04-28,AMJK,SW,EPB0802005000AM-40,13.94,DRAKE-AM,5,6400
W34A221,2023-04-28,AMJK,SW,HBT180450450AM-48,13.94,DRAKE-AM,1,1425
W34A221,2023-04-28,AMJK,SW,HCB0901801500AM-48,13.94,DRAKE-AM,1,1866
W34A221,2023-04-28,AMJK,SW,HLP115450450AM-64,13.94,DRAKE-AM,1,1204
W34A221,2023-04-28,AMJK,SW,HLP140450450AM-64,13.94,DRAKE-AM,2,2942
W34A221,2023-04-28,AMJK,SW,HSB0631801500AM-64,13.94,DRAKE-AM,1,1742
W34A221,2023-04-28,AMJK,SW,PSB0301501968AM-126P,13.94,DRAKE-AM,1,446
W34A225,2023-04-12,AMJK,SW,EHB0801976000AM-40,19.64,SAIA-IP,1,1513
W34A225,2023-04-12,AMJK,SW,PSB0251501968M530-126P,19.64,SAIA-IP,1,372
W34A228,2023-04-18,AMJK,SW,AM1-19771,11.16,GILTNER-AM,2,2238
W34A228,2023-04-18,AMJK,SW,EHB0801975000AM-40,11.16,GILTNER-AM,2,2522
W34A228,2023-04-18,AMJK,SW,ELB0511979000AM-40,11.16,GILTNER-AM,2,2894
W34A228,2023-04-18,AMJK,SW,ELB0551976000AM-50,11.16,GILTNER-AM,2,2600
W34A228,2023-04-18,AMJK,SW,EPB0802006000AM-40,11.16,GILTNER-AM,9,13824
W34A228,2023-04-18,AMJK,SW,ETK0802005000AM-40,11.16,GILTNER-AM,1,1280
W34A228,2023-04-18,AMJK,SW,HCB0801201500AM-60,11.16,GILTNER-AM,1,1382
W34A228,2023-04-18,AMJK,SW,HCB0801801500AM-48,11.16,GILTNER-AM,4,6636
W34A228,2023-04-18,AMJK,SW,HLP140450450AM-64,11.16,GILTNER-AM,1,1471
W34A228,2023-04-18,AMJK,SW,PSB0301705600AM-60,11.16,GILTNER-AM,2,1370
W34A237,2023-04-11,AMJK,SW,HTK0801801500AM-48,17.61,SAIA-IP,2,3318
W34A238,2023-04-24,AMJK,SW,ELB0632007250C150-40,15.31,CWF-IP,5,7310
W34A241,2023-05-15,AMJK,SW,AML-19739-LCEX,4.1,TRAFFIX-AM,2,2212
W34A241,2023-05-15,AMJK,SW,ELB0511979000AM-40EX,4.1,TRAFFIX-AM,9,13023
W34A242,2023-05-15,AMJK,SW,AM1-19739-EX,2.47,TRAFFIX-AM,2,2212
W34A242,2023-05-15,AMJK,SW,EOB2034831524GN-40EX,2.47,TRAFFIX-AM,19,23104
W34A243,2023-05-05,AMJK,SW,EUH0831973500A394-60,14.79,SAIA-IP,5,6865
W34A244,2023-04-13,AMJK,SW,HCB0701801500AM-64,11.38,GILTNER-AM,6,11610
W34A244,2023-04-13,AMJK,SW,HCB0801801500AM-48,11.38,GILTNER-AM,2,3318
W34A244,2023-04-13,AMJK,SW,HLP115450450AM-64,11.38,GILTNER-AM,8,9632
W34A244,2023-04-13,AMJK,SW,HTL0801801500AM-48,11.38,GILTNER-AM,2,3318
W34A244,2023-04-13,AMJK,SW,PSB0381701476AM-48,11.38,GILTNER-AM,4,2928
W34A247,2023-04-18,AMJK,SW,EHB0631975000AM-50,8.4,SAIA-IP,1,1241
W34A247,2023-04-18,AMJK,SW,EPB0802005000AM-40,8.4,SAIA-IP,1,1280
W34A247,2023-04-18,AMJK,SW,HCB0801801500AM-48,8.4,SAIA-IP,2,3318
W34A247,2023-04-18,AMJK,SW,PSB0381701476AM-48,8.4,SAIA-IP,2,1464
W34A248,2023-05-16,AMJK,SW,HLB0451801500AM-64,14.79,SAIA-IP,2,2488
W34A251,2023-04-11,AMJK,SW,HSB0631601500AM-64,4.98,SAIA-IP,3,4644
W34A252,2023-05-05,AMJK,SW,ELB0702956500AM-20,7.54,GILTNER-AM,35,37590
W34A255,2023-04-24,AMJK,SW,AM1-19763,9.24,GILTNER-AM,7,8337
W34A255,2023-04-24,AMJK,SW,AM1-29547,9.24,GILTNER-AM,5,4160
W34A255,2023-04-24,AMJK,SW,EHB0751976000AM-40,9.24,GILTNER-AM,5,7090
W34A255,2023-04-24,AMJK,SW,EHB0801976000AM-40,9.24,GILTNER-AM,7,10591
W34A255,2023-04-24,AMJK,SW,ETL0802005000AM-40,9.24,GILTNER-AM,2,2560
W34A255,2023-04-24,AMJK,SW,HLP115400450AM-64,9.24,GILTNER-AM,3,3204
W34A255,2023-04-24,AMJK,SW,HSB0511102000AM-80,9.24,GILTNER-AM,2,2872
W34A257,2023-04-14,AMJK,SW,AM1-19789,7.97,CHARGER-AM,10,11220
W34A257,2023-04-14,AMJK,SW,EHB0631975000AM-50,7.97,CHARGER-AM,2,2482
W34A257,2023-04-14,AMJK,SW,ELB0471979000AM-40,7.97,CHARGER-AM,4,5332
W34A257,2023-04-14,AMJK,SW,EPB0802006000AM-40,7.97,CHARGER-AM,2,3072
W34A257,2023-04-14,AMJK,SW,HLP115400450AM-64,7.97,CHARGER-AM,4,4272
W34A257,2023-04-14,AMJK,SW,PSB0251501968GN-126P,7.97,CHARGER-AM,9,3348
W34A258,2023-04-21,AMJK,SW,EHB0551978000AM-40,13.41,CWF-IP,2,2774
W34A258,2023-04-21,AMJK,SW,HCB0801801500AM-48,13.41,CWF-IP,2,3318
W34A260,2023-05-01,AMJK,SW,ELB0701976500AM-40,4.02,SAIA-IP,1,1434
W34A260,2023-05-01,AMJK,SW,ELB0902955000AM-20,4.02,SAIA-IP,1,1062
W34A260,2023-05-01,AMJK,SW,HCB1101801000AM-48,4.02,SAIA-IP,1,1521
W34A260,2023-05-01,AMJK,SW,HLB0451801500AM-64,4.02,SAIA-IP,1,1244
W34A260,2023-05-01,AMJK,SW,PSB0381701476AM-48,4.02,SAIA-IP,1,732
W34A261,2023-04-19,AMJK,SW,HLP100400450AM-64,0,CPU,22,20878
W34A262,2023-04-11,AMJK,SW,HCB0801801500AM-48,7.29,SAIA-IP,2,3318
W34A263,2023-04-12,AMJK,SW,EPB0802005000AM-40,6.1,SAIA-IP,2,2560
W34A264,2023-06-09,AMJK,SW,ETL0653007000AM-20,7.78,GILTNER-AM,30,32760
W34A264,2023-06-09,AMJK,SW,EUK0803006000AM-206%,7.78,GILTNER-AM,6,6912
W34A266,2023-04-12,AMJK,SW,EHB0701975000AM-40,2.74,TRAFFIX-AM,2,2206
W34A266,2023-04-12,AMJK,SW,HLP100450450AM-64,2.74,TRAFFIX-AM,8,8560
W34A266,2023-04-12,AMJK,SW,HLP115450450AM-64,2.74,TRAFFIX-AM,10,12040
W34A268,2023-04-11,AMJK,SW,EHB0802956000AM-20,6.06,TRAFFIX-AM,34,38522
W34A269,2023-04-12,AMJK,SW,EHB0802956000AM-20,6.77,GILTNER-AM,34,38522
W34A270,2023-04-25,AMJK,SW,EHB0551978000AM-40,6.57,CAL-AM,1,1387
W34A270,2023-04-25,AMJK,SW,ELB0471979000AM-40,6.57,CAL-AM,5,6665
W34A270,2023-04-25,AMJK,SW,ELB0631977500H085-40,6.57,CAL-AM,4,5956
W34A270,2023-04-25,AMJK,SW,EPB0902005000AM-40,6.57,CAL-AM,2,2880
W34A270,2023-04-25,AMJK,SW,HCB1201801000AM-48,6.57,CAL-AM,2,3318
W34A270,2023-04-25,AMJK,SW,HLP115450450H085-64,6.57,CAL-AM,5,6020
W34A270,2023-04-25,AMJK,SW,HLP120450450H085-64,6.57,CAL-AM,5,6285
W34A270,2023-04-25,AMJK,SW,PSB0301501476AM-36,6.57,CAL-AM,10,3830
W34A271,2023-04-18,AMJK,SW,EHB0632957250AM-20,4.66,TRAFFIX-AM,36,38808
W34A272,2023-04-14,AMJK,SW,EPB0902005000AM-40,5.03,IP-TRUCK,4,5760
W34A272,2023-04-14,AMJK,SW,HCB1201801000AM-48,5.03,IP-TRUCK,4,6636
W34A272,2023-04-14,AMJK,SW,HTK1101801000AM-48,5.03,IP-TRUCK,1,1521
W34A280,2023-05-02,AMJK,SW,ELB0511979000AM-40,16.69,CWF-IP,5,7235
W34A285,2023-05-16,AMJK,SW,EHB0631975000AM-50,9.94,GILTNER-AM,6,7446
W34A285,2023-05-16,AMJK,SW,EHB0632957500AM-20,9.94,GILTNER-AM,1,1115
W34A285,2023-05-16,AMJK,SW,EHB0651976500AM-40,9.94,GILTNER-AM,3,3996
W34A285,2023-05-16,AMJK,SW,EPB0805005000AM-16,9.94,GILTNER-AM,4,5120
W34A285,2023-05-16,AMJK,SW,ETR0802005000AM-40,9.94,GILTNER-AM,1,1280
W34A285,2023-05-16,AMJK,SW,HLP100450450AM-64,9.94,GILTNER-AM,4,4280
W34A285,2023-05-16,AMJK,SW,HLP115400450AM-64,9.94,GILTNER-AM,6,6408
W34A285,2023-05-16,AMJK,SW,HTR0801801500AM-48,9.94,GILTNER-AM,1,1659
W34A285,2023-05-16,AMJK,SW,PSB0301501476AM-168P,9.94,GILTNER-AM,2,892
W34A285,2023-05-16,AMJK,SW,PSB0301701476AM-48,9.94,GILTNER-AM,5,2890
W34A291,2023-04-17,AMJK,SW,EHB0801976000AM-40,4.4,AAL-AM,5,7565
W34A291,2023-04-17,AMJK,SW,HLP100400450AM-64,4.4,AAL-AM,7,6643
W34A291,2023-04-17,AMJK,SW,HLP115400450AM-64,4.4,AAL-AM,15,16020
W34A292,2023-05-01,AMJK,SW,ETK0802005000AM-40,13.72,PDI-AM,3,3840
W34A292,2023-05-01,AMJK,SW,HLP115450450C490-64,13.72,PDI-AM,3,3612
W34A292,2023-05-01,AMJK,SW,PSB0381501476C490-36,13.72,PDI-AM,1,485
W34A293,2023-04-13,AMJK,SW,CLV06120010000AM-32,8.9,PDI-AM,8,12496
W34A293,2023-04-13,AMJK,SW,EHB0702956500AM-20,8.9,PDI-AM,12,12888
W34A293,2023-04-13,AMJK,SW,ELB0401979000AM-40,8.9,PDI-AM,2,2270
W34A293,2023-04-13,AMJK,SW,EPB0805005000AM-16,8.9,PDI-AM,1,1280
W34A293,2023-04-13,AMJK,SW,PSB0301501476AM-36,8.9,PDI-AM,2,766
W34A293,2023-04-13,AMJK,SW,PSB0301701968AM-84P,8.9,PDI-AM,8,2696
W34A299,2023-04-14,AMJK,SW,EHB0701975000AM-40,9.75,GILTNER-AM,30,33090
W34A300,2023-04-12,AMJK,SW,HCB0801801500AM-48,7.51,SAIA-IP,2,3318
W34A301,2023-04-14,AMJK,SW,EHB0632955000AM-25,14.19,GILTNER-AM,3,2787
W34A301,2023-04-14,AMJK,SW,EPB0702005000AM-40,14.19,GILTNER-AM,2,2240
W34A301,2023-04-14,AMJK,SW,EPB0802005000AM-40,14.19,GILTNER-AM,1,1280
W34A301,2023-04-14,AMJK,SW,EPB0802006000AM-40,14.19,GILTNER-AM,1,1536
W34A301,2023-04-14,AMJK,SW,EPB0803005000AM-20,14.19,GILTNER-AM,1,960
W34A301,2023-04-14,AMJK,SW,HCB0801201500AM-60,14.19,GILTNER-AM,1,1382
W34A301,2023-04-14,AMJK,SW,HLP115450450AM-64,14.19,GILTNER-AM,5,6020
W34A301,2023-04-14,AMJK,SW,HLP140450450AM-64,14.19,GILTNER-AM,1,1471
W34A301,2023-04-14,AMJK,SW,HTL0801801500AM-48,14.19,GILTNER-AM,3,4977
W34A301,2023-04-14,AMJK,SW,HTY0801801500AM-48,14.19,GILTNER-AM,1,1659
W34A302,2023-04-14,AMJK,SW,EHB0631975000AM-50,17.02,GILTNER-AM,2,2482
W34A302,2023-04-14,AMJK,SW,EHB0701976500AM-40,17.02,GILTNER-AM,3,4302
W34A302,2023-04-14,AMJK,SW,EPB0802006000AM-40,17.02,GILTNER-AM,5,7680
W34A302,2023-04-14,AMJK,SW,EUH0801975000AM-40,17.02,GILTNER-AM,10,12610
W34A302,2023-04-14,AMJK,SW,HLP115450450AM-64,17.02,GILTNER-AM,2,2408
W34A302,2023-04-14,AMJK,SW,PSB0301701476AM-112P,17.02,GILTNER-AM,10,3370
W34A302,2023-04-14,AMJK,SW,PSB0381701476AM-48,17.02,GILTNER-AM,4,2928
W34A302,2023-04-14,AMJK,SW,PSB0381701476AM-96P,17.02,GILTNER-AM,4,1464
W34A304,2023-04-12,AMJK,SW,PSB0301301968AM-126P,24.65,CWF-IP,5,1935
W34A307,2023-04-12,AMJK,SW,PSB0301301968AM-126P,7.16,SAIA-IP,9,3483
W34A309,2023-04-14,AMJK,SW,ELB0402959000S263-20,16.14,CAL-AM,13,11050
W34A309,2023-04-14,AMJK,SW,PSB0301301968AM-126P,16.14,CAL-AM,12,4644
W34A310,2023-04-14,AMJK,SW,EHB0631975000AM-50,15.5,GILTNER-AM,4,4964
W34A310,2023-04-14,AMJK,SW,EHG0632005000AM-50,15.5,GILTNER-AM,2,2520
W34A310,2023-04-14,AMJK,SW,ELB0402959000S263-20,15.5,GILTNER-AM,12,10200
W34A310,2023-04-14,AMJK,SW,ELB0511979000AM-40,15.5,GILTNER-AM,2,2894
W34A310,2023-04-14,AMJK,SW,EUB0802005000AM-40,15.5,GILTNER-AM,1,1280
W34A310,2023-04-14,AMJK,SW,PSB0301301968AM-126P,15.5,GILTNER-AM,11,4257
W34A310,2023-04-14,AMJK,SW,PSB0301501476AM-168P,15.5,GILTNER-AM,1,446
W34A314,2023-04-26,AMJK,SW,PSB0251501968AM-126P,14.09,SAIA-IP,5,1860
W34A315,2023-05-09,AMJK,SW,EPB0701976500S171-40,3.68,PDI-AM,17,24378
W34A315,2023-05-09,AMJK,SW,EPB0801976000S171-40,3.68,PDI-AM,10,15130
W34A324,2023-04-27,AMJK,SW,EHB0801975000AM-40,8.37,PDI-AM,3,3783
W34A324,2023-04-27,AMJK,SW,EHB0801976000AM-40,8.37,PDI-AM,3,4539
W34A324,2023-04-27,AMJK,SW,EPB1152003500AM-40,8.37,PDI-AM,4,5152
W34A324,2023-04-27,AMJK,SW,EUH0802955000AM-206%,8.37,PDI-AM,15,14160
W34A325,2023-04-18,AMJK,SW,EHL0632005000AM-50,21.16,CWF-IP,1,1260
W34A326,2023-04-13,AMJK,SW,AM1-19763,19.04,SAIA-IP,2,2382
W34A328,2023-04-26,AMJK,SW,EHB0801976000AM-40,6.61,AAL-AM,12,18156
W34A328,2023-04-26,AMJK,SW,ELB1151973500AM-40,6.61,AAL-AM,8,10152
W34A329,2023-05-23,AMJK,SW,EHB0632005000C150-50,16.93,PDI-AM,5,6300
W34A329,2023-05-23,AMJK,SW,HSB0631801500C150-48,16.93,PDI-AM,3,3918
W34A331,2023-04-13,AMJK,SW,HTK0801801500AM-48,17.54,SAIA-IP,2,3318
W34A332,2023-04-14,AMJK,SW,PSB0331501476M530-36,35.34,CWF-IP,2,842
W34A335,2023-05-09,AMJK,SW,AM1-19747,8.54,CAL-AM,5,5555
W34A335,2023-05-09,AMJK,SW,AM1-29543,8.54,CAL-AM,1,913
W34A335,2023-05-09,AMJK,SW,AM1-29547,8.54,CAL-AM,12,9984
W34A335,2023-05-09,AMJK,SW,EHB0551975000AM-50,8.54,CAL-AM,10,10840
W34A345,2023-04-12,AMJK,SW,HLP140450450AM-64,22,SAIA-IP,3,4413
W34A347,2023-04-19,AMJK,SW,EHB0631975000AM-50,17.78,CWF-IP,2,2482
W34A348,2023-04-14,AMJK,SW,EHB0511979000AM-40,5.81,PDI-AM,28,40516
W34A353,2023-05-09,AMJK,SW,CHV0802009000W120-24,8.45,CHARGER-AM,2,2764
W34A353,2023-05-09,AMJK,SW,CHV0803009000W120-12,8.45,CHARGER-AM,18,18666
W34A353,2023-05-09,AMJK,SW,ELB0452957000W120-25,8.45,CHARGER-AM,1,929
W34A353,2023-05-09,AMJK,SW,ELB0551976000GN-50,8.45,CHARGER-AM,3,3900
W34A353,2023-05-09,AMJK,SW,HCB0631301312W120-48,8.45,CHARGER-AM,6,4950
W34A353,2023-05-09,AMJK,SW,HCB0751301500W120-48,8.45,CHARGER-AM,2,2246
W34A353,2023-05-09,AMJK,SW,HLP100356450W120-64,8.45,CHARGER-AM,3,2538
W34A353,2023-05-09,AMJK,SW,HLP120450450W120-64,8.45,CHARGER-AM,2,2514
W34A354,2023-04-12,AMJK,SW,HCB0701501500AM-64,15.48,SAIA-IP,1,1613
W34A354,2023-04-12,AMJK,SW,HCB0801201500AM-60,15.48,SAIA-IP,2,2764
W34A355,2023-04-17,AMJK,SW,EHB0701975000AM-40,8.44,CAL-AM,5,5515
W34A355,2023-04-17,AMJK,SW,EHK0632005000AM-50,8.44,CAL-AM,1,1260
W34A355,2023-04-17,AMJK,SW,ELB0511979000AM-40,8.44,CAL-AM,5,7235
W34A355,2023-04-17,AMJK,SW,ELB0512959000AM-20,8.44,CAL-AM,3,3249
W34A355,2023-04-17,AMJK,SW,ELB0631977500AM-40,8.44,CAL-AM,3,4467
W34A355,2023-04-17,AMJK,SW,HCB0801801500GN-48,8.44,CAL-AM,4,6636
W34A355,2023-04-17,AMJK,SW,PSB0251501968M530-126P,8.44,CAL-AM,10,3720
W34A356,2023-04-25,AMJK,SW,EHB0701975000AM-40,12.26,PDI-AM,1,1103
W34A356,2023-04-25,AMJK,SW,EHB1501973000GN-40,12.26,PDI-AM,10,14180
W34A356,2023-04-25,AMJK,SW,EPB1502003000AM-40,12.26,PDI-AM,2,2880
W34A356,2023-04-25,AMJK,SW,HCB0701501500N103-32,12.26,PDI-AM,10,8060
W34A356,2023-04-25,AMJK,SW,HCB0901501500AM-24,12.26,PDI-AM,2,1556
W34A358,2023-04-21,AMJK,SW,HTO0631801500AM-64,13.93,TRAFFIX-AM,15,26130
W34A359,2023-04-14,AMJK,SW,PSB0301501476AM-168P,0,CPU,5,2230
W34A367,2023-05-11,AMJK,SW,ETL0802005000AM-40,9.68,DRAKE-AM,30,38400
W34A372,2023-04-13,AMJK,SW,EHB0701975000AM-40,5.14,TRAFFIX-AM,13,14339
W34A372,2023-04-13,AMJK,SW,PSB0301701476AM-48,5.14,TRAFFIX-AM,10,5780
W34A375,2023-04-24,AMJK,SW,EHB0601977500W051-40,5.24,TRAFFIX-AM,7,9926
W34A375,2023-04-24,AMJK,SW,EHL0632005000W051-50,5.24,TRAFFIX-AM,4,5040
W34A375,2023-04-24,AMJK,SW,EPB0602006300AM-50,5.24,TRAFFIX-AM,11,16632
W34A375,2023-04-24,AMJK,SW,EPB0806005000W051-16,5.24,TRAFFIX-AM,4,6144
W34A376,2023-04-20,AMJK,SW,PSB0381501476AM-144P,15.98,SAIA-IP,4,1940
W34A377,2023-04-19,AMJK,SW,EPB0802005000AM-40EX,9.65,GILTNER-AM,24,30720
W34A381,2023-04-19,AMJK,SW,ETK0802005000AM-40,7.87,AAL-AM,10,12800
W34A381,2023-04-19,AMJK,SW,ETL0802005000AM-40,7.87,AAL-AM,10,12800
W34A381,2023-04-19,AMJK,SW,HCB0801201500GN-60,7.87,AAL-AM,6,8292
W34A381,2023-04-19,AMJK,SW,HTK0801801500AM-48,7.87,AAL-AM,3,4977
W34A385,2023-04-13,AMJK,SW,EHB0631975000AM-50,15.01,SAIA-IP,3,3723
W34A385,2023-04-13,AMJK,SW,ELB0511979000AM-40,15.01,SAIA-IP,1,1447
W34A385,2023-04-13,AMJK,SW,PSB0381501476AM-36,15.01,SAIA-IP,1,485
W34A388,2023-04-17,AMJK,SW,PSB0301501968T392-126P,103.93,PDI-AM,8,3568
W34A389,2023-04-14,AMJK,SW,PSB0301501968T392-126P,32.4,PDI-AM,10,4460
W34A390,2023-04-27,AMJK,SW,EMB0801976000AM-40,24.69,SAIA-IP,2,3026
W34A392,2023-06-05,AMJK,SW,ELB0701976500M727-40,4.69,CAL-AM,26,37284
W34A398,2023-04-25,AMJK,SW,AM1-29547-9,11.01,CAL-AM,10,9980
W34A398,2023-04-25,AMJK,SW,EHB0601975000GN-50,11.01,CAL-AM,3,3546
W34A398,2023-04-25,AMJK,SW,ELB0471979000AM-40,11.01,CAL-AM,1,1333
W34A398,2023-04-25,AMJK,SW,PSB0301301968AM-126P,11.01,CAL-AM,20,7740
W34A398,2023-04-25,AMJK,SW,PSB0301501476S781-36,11.01,CAL-AM,5,1915
W34A403,2023-04-20,AMJK,SW,EHY0632005000A390-50,4.5,GILTNER-AM,6,7560
W34A403,2023-04-20,AMJK,SW,ELB0471979000AM-40,4.5,GILTNER-AM,3,3999
W34A403,2023-04-20,AMJK,SW,ELB0611975000AM-50,4.5,GILTNER-AM,2,2404
W34A403,2023-04-20,AMJK,SW,ELB0901975000AM-40,4.5,GILTNER-AM,1,1418
W34A403,2023-04-20,AMJK,SW,EMB04219711000AM-40,4.5,GILTNER-AM,5,7280
W34A403,2023-04-20,AMJK,SW,ETY0802005000AM-40,4.5,GILTNER-AM,2,2560
W34A403,2023-04-20,AMJK,SW,HCB0901801500AM-48,4.5,GILTNER-AM,2,3732
W34A403,2023-04-20,AMJK,SW,PSB0381701476P815-96P,4.5,GILTNER-AM,12,4392
W34A404,2023-04-17,AMJK,SW,EPB0802006000AM-40,7.53,TRAFFIX-AM,4,6144
W34A404,2023-04-17,AMJK,SW,EPB1152003500AM-40,7.53,TRAFFIX-AM,4,5152
W34A404,2023-04-17,AMJK,SW,HCB0801201500AM-60,7.53,TRAFFIX-AM,2,2764
W34A404,2023-04-17,AMJK,SW,HCB0801801500AM-48,7.53,TRAFFIX-AM,7,11613
W34A404,2023-04-17,AMJK,SW,PSB0381701476AM-96P,7.53,TRAFFIX-AM,2,732
W34A405,2023-04-25,AMJK,SW,EHB0701975000AM-40,2.51,TRAFFIX-AM,6,6618
W34A405,2023-04-25,AMJK,SW,HCB0801801500AM-48,2.51,TRAFFIX-AM,2,3318
W34A405,2023-04-25,AMJK,SW,HLB0451801500AM-64,2.51,TRAFFIX-AM,7,8708
W34A405,2023-04-25,AMJK,SW,PSB0301501476AM-168P,2.51,TRAFFIX-AM,5,2230
W34A405,2023-04-25,AMJK,SW,PSB0301701476AM-112P,2.51,TRAFFIX-AM,12,4044
W34A406,2023-04-14,AMJK,SW,EPB0802006000AM-40,7.3,PDI-AM,7,10752
W34A407,2023-04-17,AMJK,SW,AM1-197106,4.69,TRAFFIX-AM,4,5012
W34A407,2023-04-17,AMJK,SW,AM1-19763,4.69,TRAFFIX-AM,2,2382
W34A407,2023-04-17,AMJK,SW,EHB1151973500AM-40,4.69,TRAFFIX-AM,5,6345
